"STNID","TYPE","longitude","latitude","avg_PM2.5"
"1410A","PM2.5",110.3232,20.0574,14.2615869934482
"1411A","PM2.5",110.283,20.0053,15.4019619716604
"1412A","PM2.5",110.338,19.9969,13.2712895377129
"1413A","PM2.5",110.33,20.0356,13.5536709474194
"1414A","PM2.5",106.3787,29.8279,25.4671224362958
"1415A","PM2.5",106.46,29.5736,NA
"1416A","PM2.5",106.4213,29.8253,33.9762762389765
"1417A","PM2.5",106.6263,29.7228,33.1554144793066
"1418A","PM2.5",106.2953,29.5983,34.5943799633476
"1419A","PM2.5",106.5777,29.5102,36.9098701934852
"1420A","PM2.5",106.6556,29.6277,32.2196313026492
"1421A","PM2.5",106.6349,29.4906,34.7333251893477
"1422A","PM2.5",106.3754,29.4572,33.4611704085388
"1423A","PM2.5",106.571,29.5642,NA
"1424A","PM2.5",106.512,29.5164,NA
"1425A","PM2.5",106.6205,29.7166,33.9891357421875
"1426A","PM2.5",106.4782,29.4875,34.966796875
"1427A","PM2.5",106.5616,29.6453,31.670666013712
"1428A","PM2.5",106.4522,29.7091,34.7271283742519
"1429A","PM2.5",106.5093,29.3917,37.0338756677999
"1430A","PM2.5",106.591,29.4272,NA
"1431A","PM2.5",103.9728,30.7236,43.8834280069153
"1432A","PM2.5",104.1419,30.6764,41.3960141826629
"1433A","PM2.5",104.0594,30.5767,39.594719552257
"1434A","PM2.5",104.1122,30.6306,40.9041012534988
"1435A","PM2.5",104.074,30.685,NA
"1436A","PM2.5",104.026,30.6544,NA
"1437A","PM2.5",104.0431,30.6556,43.4622722269781
"1438A","PM2.5",103.6202,31.0201,30.1237604636188
"1439A","PM2.5",106.6899,26.5998,21.233174008526
"1440A","PM2.5",106.6971,26.5694,21.7128862094951
"1441A","PM2.5",106.6243,26.6266,20.6514471057884
"1442A","PM2.5",106.7487,26.6343,30.1719534598898
"1443A","PM2.5",106.6555,26.4365,22.9892620801598
"1444A","PM2.5",106.694,26.5161,25.4096965210955
"1445A","PM2.5",106.7109,26.6027,25.869003923554
"1446A","PM2.5",106.7164,26.5699,24.7493818001978
"1447A","PM2.5",106.674,26.5424,20.3866649668536
"1449A","PM2.5",102.743,25.0124,NA
"1450A","PM2.5",102.8204,24.8886,22.3650329188003
"1451A","PM2.5",102.6251,24.9608,18.2861342479177
"1452A","PM2.5",102.7252,25.0902,25.1216384462151
"1453A","PM2.5",102.7266,25.0375,23.4450190863194
"1454A","PM2.5",102.6742,25.0669,26.6678850516763
"1455A","PM2.5",102.6644,25.0401,25.3052361145094
"1456A","PM2.5",91.1319,29.6514,10.4912530776208
"1457A","PM2.5",91.1221,29.6747,10.9933600601353
"1458A","PM2.5",91.0874,29.6475,8.68331044813382
"1459A","PM2.5",91.1774,29.6541,7.76301456618113
"1460A","PM2.5",90.9798,29.6588,12.7683288236052
"1461A","PM2.5",91.0834,29.6292,7.45327891922319
"1462A","PM2.5",108.882,34.2749,45.2008071419836
"1463A","PM2.5",108.993,34.2629,40.897370030581
"1464A","PM2.5",109.06,34.2572,40.9766195811008
"1465A","PM2.5",108.9356,34.2173,40.6284739151633
"1466A","PM2.5",108.954,34.2713,40.8002463054187
"1467A","PM2.5",108.8922,34.2322,44.2736465655445
"1468A","PM2.5",108.935,34.3474,43.7508971661923
"1469A","PM2.5",108.906,34.1546,40.4811286185416
"1470A","PM2.5",109.2,34.6575,81
"1471A","PM2.5",109.2186,34.3731,39.9569471624266
"1472A","PM2.5",108.869,34.378,45.7291483205435
"1473A","PM2.5",108.985,34.1978,38.074963432472
"1474A","PM2.5",109.051,34.3213,40.5214910150559
"1475A","PM2.5",103.7222,36.0812,NA
"1476A","PM2.5",103.631,36.1031,45.8902932875199
"1477A","PM2.5",104.1373,35.9454,28.5476480623934
"1478A","PM2.5",103.8412,36.0726,33.901977750309
"1479A","PM2.5",103.831,36.0464,37.109672691744
"1480A","PM2.5",101.748,36.6428,NA
"1481A","PM2.5",101.749,36.6922,NA
"1482A","PM2.5",101.834,36.5819,60
"1483A","PM2.5",101.524,36.6867,24.9015151515152
"1484A","PM2.5",105.9512,38.6016,22.474063224704
"1485A","PM2.5",106.2682,38.4744,NA
"1486A","PM2.5",106.217,38.4536,NA
"1487A","PM2.5",106.0715,38.4858,NA
"1488A","PM2.5",106.2328,38.4975,33.8011622031329
"1489A","PM2.5",106.1358,38.5036,30.8573190282402
"1490A","PM2.5",87.5801,43.8303,44.5204146125648
"1491A","PM2.5",87.6046,43.768,39.8500749625187
"1492A","PM2.5",87.4754,43.9469,59.9627719783675
"1493A","PM2.5",87.5525,43.8711,50.9786712429517
"1494A","PM2.5",87.6432,43.831,43.3796707603867
"1495A","PM2.5",87.4171,43.8729,NA
"1496A","PM2.5",87.7216,44.1747,53.8285396864585
"1508A","PM2.5",112.9433,27.8614,43.4867692307692
"1511A","PM2.5",112.9118,27.8403,42.4978381717109
"1512A","PM2.5",112.8937,27.8728,41.4120455380096
"1513A","PM2.5",112.9227,27.8159,42.1078048780488
"1514A","PM2.5",112.9074,27.9119,41.3195599022005
"1515A","PM2.5",113.135,27.8244,38.9177668804225
"1518A","PM2.5",113.095,27.8867,37.0237027546445
"1519A","PM2.5",113.167,27.8667,40.5886031966644
"1520A","PM2.5",113.143,27.8381,39.3410881339242
"1524A","PM2.5",113.13,27.8528,41.638919995023
"1552A","PM2.5",106.805,26.3003,26.1745073891626
"1559A","PM2.5",113.251,27.8336,32.1595835884874
"1562A","PM2.5",113.0048,27.9153,41.7810068093385
"1564A","PM2.5",112.4876,27.9164,26.277798075752
"1585A","PM2.5",109.8756,40.6532,34.9773557341125
"1586A","PM2.5",109.8104,40.6575,NA
"1587A","PM2.5",109.9991,40.5842,42.4175920149719
"1588A","PM2.5",109.8538,40.6821,40.2563283362005
"1589A","PM2.5",109.8642,40.6288,35.6037965441713
"1590A","PM2.5",110.0377,40.5546,33.0395892614128
"1591A","PM2.5",110.0023,39.8129,27.6951570516831
"1592A","PM2.5",109.9486,39.8261,31.6367813237303
"1593A","PM2.5",109.7736,39.5986,26.4954773869347
"1594A","PM2.5",109.8119,39.5989,29.5776258545681
"1595A","PM2.5",109.9734,39.7884,27.2269302038295
"1596A","PM2.5",122.2414,40.6592,68.2373493975904
"1597A","PM2.5",122.2703,40.7094,39.630238791423
"1598A","PM2.5",122.215,40.6511,32.5158835608165
"1599A","PM2.5",122.167,40.6655,35.5489434053923
"1600A","PM2.5",124.3303,40.0625,30.9322241252753
"1601A","PM2.5",124.4256,40.1503,25.9949816401469
"1602A","PM2.5",124.3933,40.1461,26.5259205426357
"1603A","PM2.5",124.3633,40.1092,26.9518591479931
"1604A","PM2.5",122.0303,41.1489,35.1637962623672
"1605A","PM2.5",122.0485,41.0883,36.0140623105831
"1606A","PM2.5",121.8297,41.1028,32.010627780524
"1607A","PM2.5",120.9092,40.7136,43.3778077820056
"1608A","PM2.5",120.8392,40.7514,35.3292862398823
"1609A","PM2.5",120.8341,40.7073,36.5932224125275
"1610A","PM2.5",120.8695,40.7677,38.9973022685469
"1611A","PM2.5",118.5819,24.9117,20.8882337862087
"1612A","PM2.5",118.5972,24.8978,20.9040690505549
"1613A","PM2.5",118.6663,24.9424,21.219395280236
"1614A","PM2.5",118.6117,24.9604,17.7546153846154
"1615A","PM2.5",117.685,36.205,NA
"1616A","PM2.5",117.6795,36.229,44.4561116700201
"1617A","PM2.5",117.715,36.2081,NA
"1618A","PM2.5",118.3429,35.0532,46.111328125
"1619A","PM2.5",118.295,35.0583,43.1690380639669
"1620A","PM2.5",118.2794,34.9976,44.407016266084
"1621A","PM2.5",118.3956,35.0888,42.0761601567283
"1622A","PM2.5",116.3032,37.4674,42.843453627294
"1623A","PM2.5",116.2729,37.4504,NA
"1624A","PM2.5",116.2991,37.4451,42.622705986584
"1625A","PM2.5",115.9848,36.4372,47.9441437007874
"1626A","PM2.5",115.9968,36.4568,NA
"1627A","PM2.5",115.9835,36.4796,NA
"1628A","PM2.5",118.0062,37.3803,43.1768488745981
"1629A","PM2.5",118.0018,37.3617,44.2943438352766
"1630A","PM2.5",117.9776,37.393,43.0643971979845
"1631A","PM2.5",118.0414,36.8103,54.466732380483
"1632A","PM2.5",118.0253,36.8406,NA
"1633A","PM2.5",117.8525,36.4847,51.0289421157685
"1634A","PM2.5",117.9592,36.6331,47.6845070422535
"1635A","PM2.5",118.3092,36.8194,47.972850678733
"1636A","PM2.5",117.8661,36.805,40
"1637A","PM2.5",117.558,34.8438,46.9995008734714
"1638A","PM2.5",117.2852,34.7837,47.5314994473781
"1639A","PM2.5",117.5852,34.7745,45.2259245235391
"1640A","PM2.5",117.7276,34.5578,44.8008849557522
"1641A","PM2.5",117.4518,35.0992,42.5156367275457
"1642A","PM2.5",121.2514,37.5639,29.1424276587749
"1643A","PM2.5",121.3719,37.5433,30.9349845201238
"1644A","PM2.5",121.3181,37.5436,28.5791843561045
"1645A","PM2.5",121.4478,37.4822,27.6977061376317
"1646A","PM2.5",121.2611,37.4967,30.3329383886256
"1647A","PM2.5",121.5953,37.3872,NA
"1648A","PM2.5",119.12,36.7019,74
"1649A","PM2.5",119.0919,36.7306,NA
"1650A","PM2.5",119.1437,36.7023,41.0680653818004
"1651A","PM2.5",119.1614,36.6572,NA
"1652A","PM2.5",119.1936,36.7729,39.1752234993614
"1653A","PM2.5",116.6251,35.4302,46.492777921073
"1654A","PM2.5",116.5856,35.4144,NA
"1655A","PM2.5",116.5491,35.4042,49.0244297644273
"1656A","PM2.5",117.1437,36.1937,47.1342422009334
"1657A","PM2.5",117.0885,36.2017,41.3262557631643
"1658A","PM2.5",117.1089,36.1758,48.0984669076405
"1659A","PM2.5",119.471,35.4209,33.1659637806996
"1660A","PM2.5",119.523,35.4216,30.2502162362536
"1661A","PM2.5",119.5587,35.4044,33.5937736324679
"1662A","PM2.5",122.1214,37.4236,29.2081707317073
"1663A","PM2.5",122.0508,37.5236,23.5788504053058
"1664A","PM2.5",122.1067,37.5072,24.2943275501415
"1665A","PM2.5",118.5019,37.4658,57
"1666A","PM2.5",118.6614,37.4309,38.3551378756028
"1667A","PM2.5",118.5857,37.4442,NA
"1668A","PM2.5",118.8192,37.3781,NA
"1669A","PM2.5",113.5824,24.7733,24.0288414334806
"1670A","PM2.5",113.5556,24.8082,14
"1671A","PM2.5",113.5917,24.7972,22.7750213857998
"1672A","PM2.5",113.6735,24.7791,25.57177734375
"1673A","PM2.5",113.5971,24.6863,24.926873857404
"1674A","PM2.5",116.6794,23.3667,20.761000122564
"1675A","PM2.5",116.7244,23.3633,18.0674490426189
"1676A","PM2.5",116.7258,23.2775,16.9334902155066
"1677A","PM2.5",116.7519,23.4714,22.1190009794319
"1678A","PM2.5",116.6092,23.2539,16.548598246264
"1679A","PM2.5",116.4069,23.2533,32
"1680A","PM2.5",110.3539,21.2706,21.6646916565901
"1681A","PM2.5",110.3928,21.2228,21.9247637509086
"1682A","PM2.5",110.4019,21.1997,22.2767249757046
"1683A","PM2.5",110.4111,21.2028,20.9889851485148
"1684A","PM2.5",110.3316,21.2679,24.3330509500182
"1685A","PM2.5",110.4558,21.2567,22.0081927121546
"1686A","PM2.5",111.0286,21.4688,20.723814229249
"1687A","PM2.5",110.9294,21.6533,24.1843215083106
"1688A","PM2.5",110.9107,21.6687,20.610244706479
"1689A","PM2.5",110.8592,21.6828,21.2714666666667
"1690A","PM2.5",116.1231,24.3284,21.3587257617729
"1691A","PM2.5",116.0797,24.2719,20.4043910217098
"1692A","PM2.5",116.1248,24.2654,21.5841584158416
"1693A","PM2.5",115.3653,22.775,17.0321939092604
"1694A","PM2.5",115.3706,22.7898,18.1366436203646
"1695A","PM2.5",115.3622,22.7925,18.1673098468816
"1696A","PM2.5",114.6778,23.7569,19.5049919881671
"1697A","PM2.5",114.6944,23.7586,20.9528336380256
"1698A","PM2.5",114.6892,23.7233,20.1656905807711
"1699A","PM2.5",111.9797,21.8593,21.3620689655172
"1700A","PM2.5",111.9508,21.8536,29.5
"1701A","PM2.5",111.9491,21.8658,21.0500248262165
"1702A","PM2.5",113.0426,23.691,25.50548081714
"1703A","PM2.5",113.0208,23.7106,23.8975113399534
"1704A","PM2.5",113.0622,23.6272,NA
"1705A","PM2.5",116.6367,23.6719,23.9826097681302
"1706A","PM2.5",116.6447,23.6706,23.2012406947891
"1707A","PM2.5",116.6175,23.6531,NA
"1708A","PM2.5",116.3701,23.5345,29.0114438763087
"1709A","PM2.5",116.3264,23.5443,26.6872789364557
"1710A","PM2.5",116.3611,23.5626,25.3755822505516
"1711A","PM2.5",116.4151,23.5294,27.3295411452408
"1712A","PM2.5",112.0392,22.9169,20.7239196591601
"1713A","PM2.5",112.0369,22.9394,34
"1714A","PM2.5",112.0539,22.9539,23.8821093654853
"1715A","PM2.5",102.575,24.3711,18.8279244369097
"1716A","PM2.5",102.5433,24.3603,NA
"1717A","PM2.5",102.4964,24.3411,NA
"1718A","PM2.5",115.4208,35.2464,50.2056675062972
"1719A","PM2.5",115.4747,35.2375,48.3122284295469
"1720A","PM2.5",115.455,35.27,31.6666666666667
"1721A","PM2.5",113.3819,40.1097,32.8338874522842
"1722A","PM2.5",113.2858,40.0958,NA
"1723A","PM2.5",113.2994,40.0758,30.2946068240186
"1724A","PM2.5",113.3444,40.0917,31.7281214988174
"1725A","PM2.5",113.2661,40.1269,27.1350018493404
"1726A","PM2.5",113.2711,40.0844,38.4843231279971
"1727A","PM2.5",113.1147,36.1547,42.0184588701685
"1728A","PM2.5",113.1031,36.1989,45.368944255694
"1729A","PM2.5",113.1466,36.1961,NA
"1730A","PM2.5",113.0886,36.2125,43.9396358194063
"1731A","PM2.5",113.0844,36.1856,37.6121040305682
"1732A","PM2.5",111.5125,36.0978,NA
"1733A","PM2.5",111.5531,36.0783,51.1685198912775
"1734A","PM2.5",111.5028,36.0714,56.2546422381778
"1735A","PM2.5",111.5169,36.0822,69.5
"1736A","PM2.5",111.5018,36.0855,54.7148836636711
"1737A","PM2.5",111.4917,36.0417,NA
"1738A","PM2.5",113.5758,37.8572,49.1767379022353
"1739A","PM2.5",113.4894,37.8731,41.1134872417983
"1740A","PM2.5",113.5819,37.8486,48.2074209245742
"1741A","PM2.5",113.6292,37.8531,34.5
"1742A","PM2.5",113.5614,37.8703,47.8176809109832
"1743A","PM2.5",113.5158,37.8392,43.4088363410081
"1744A","PM2.5",118.9233,42.2816,20.4215734180308
"1745A","PM2.5",118.9576,42.2728,23.6028230713069
"1746A","PM2.5",118.8788,42.2554,18.5729571984436
"1747A","PM2.5",119.2719,42.0317,NA
"1748A","PM2.5",123.044,41.1196,35.1506782945736
"1749A","PM2.5",123.011,41.0931,35.1067831573838
"1750A","PM2.5",123.0485,41.1442,39.9226298583364
"1751A","PM2.5",122.9642,41.0971,43.3753640776699
"1752A","PM2.5",122.9341,41.0833,45.1211267605634
"1753A","PM2.5",123.022,41.0821,35.0580449301761
"1754A","PM2.5",123.1289,41.0228,26.3924592973436
"1755A","PM2.5",123.7977,41.8491,44.3026587349763
"1756A","PM2.5",123.9161,41.8822,43.6821138211382
"1757A","PM2.5",124.0436,41.8611,34.4873341375151
"1758A","PM2.5",123.9247,41.8642,41.9653878736536
"1759A","PM2.5",124.0972,41.8961,30.8370793342243
"1760A","PM2.5",123.7086,41.8391,41.9302353651177
"1761A","PM2.5",123.8275,41.3064,26.6820506575743
"1762A","PM2.5",123.7567,41.3325,30.9948598702729
"1763A","PM2.5",123.7169,41.3094,38.7678636640292
"1764A","PM2.5",123.7669,41.2864,27.3710324699015
"1765A","PM2.5",123.7992,41.2664,25.8078999018646
"1766A","PM2.5",123.8142,41.3472,28.9925887400858
"1767A","PM2.5",121.1115,41.0879,46.6253065228053
"1768A","PM2.5",121.0533,40.8434,42.8995974136879
"1769A","PM2.5",121.1836,41.1119,40.7762624401032
"1770A","PM2.5",121.1178,41.1222,42.2034436439126
"1771A","PM2.5",121.1303,41.1386,39.5985419198056
"1772A","PM2.5",126.54,43.8622,29.0214250734574
"1773A","PM2.5",126.5844,43.8358,27.4249755620723
"1774A","PM2.5",126.5052,43.8245,37.225568607848
"1775A","PM2.5",126.6133,43.8972,29.8239178283199
"1776A","PM2.5",126.555,43.8306,30.5656295576082
"1778A","PM2.5",126.7061,43.7133,23.1870897155361
"1779A","PM2.5",123.9305,47.3636,21.7175043327556
"1780A","PM2.5",123.9488,47.3386,19.3788258906172
"1781A","PM2.5",123.9483,47.3227,19.3794996949359
"1782A","PM2.5",123.6261,47.203,NA
"1783A","PM2.5",123.945,47.2988,20.0913325977688
"1784A","PM2.5",129.61,44.561,32.5858852159805
"1785A","PM2.5",129.6115,44.5782,27.5803897685749
"1786A","PM2.5",129.5904,44.5963,34.163727040506
"1787A","PM2.5",129.6364,44.6075,30.9662524366472
"1788A","PM2.5",129.6386,44.5462,23.3610301263362
"1789A","PM2.5",124.81117,46.03138,31.3110018438845
"1790A","PM2.5",125.129,46.533,25.8819768871404
"1791A","PM2.5",124.902,46.408,22.9812408043158
"1792A","PM2.5",125.153,46.586,24.5877495686468
"1793A","PM2.5",124.9042,46.6215,23.0071156913262
"1794A","PM2.5",118.3606,31.3519,33.9070769230769
"1795A","PM2.5",118.3714,31.4134,34.9549110407019
"1796A","PM2.5",118.3673,31.3131,33.5853717901911
"1797A","PM2.5",118.4022,31.3839,NA
"1798A","PM2.5",118.5092,31.6837,32.206468305304
"1799A","PM2.5",118.5024,31.6449,32.042065244052
"1800A","PM2.5",118.5228,31.7231,38.999512195122
"1801A","PM2.5",118.48,31.6928,34
"1802A","PM2.5",118.6245,31.7241,31.2406504065041
"1803A","PM2.5",115.9872,29.6815,34.8453281288119
"1804A","PM2.5",115.9584,29.7046,34.1516909405085
"1805A","PM2.5",115.9877,29.7295,34.1372772089496
"1806A","PM2.5",116.0172,29.6547,29.2313101406366
"1807A","PM2.5",116.0628,29.6926,NA
"1808A","PM2.5",115.9114,29.6038,32.2792143212332
"1809A","PM2.5",116.0721,29.7535,31.6335980452046
"1810A","PM2.5",115.9773,29.5698,14.9612564165241
"1811A","PM2.5",112.3628,34.6692,35.5
"1812A","PM2.5",112.3931,34.6516,42.907648087978
"1813A","PM2.5",112.4333,34.67,NA
"1814A","PM2.5",112.4657,34.6871,46.791064871481
"1815A","PM2.5",112.494,34.6886,46.2054761031659
"1816A","PM2.5",112.3844,34.623,43.5715329355899
"1817A","PM2.5",112.4267,34.6258,43.4086732818817
"1818A","PM2.5",114.4839,36.0621,49.6537291641319
"1819A","PM2.5",114.3551,36.1017,54.6374069100232
"1820A","PM2.5",114.361,36.0681,49.7481083719795
"1821A","PM2.5",114.3931,36.0883,NA
"1822A","PM2.5",114.286,36.11,NA
"1823A","PM2.5",114.3406,34.8022,NA
"1824A","PM2.5",114.3389,34.7781,47.921860708219
"1825A","PM2.5",114.3733,34.7975,NA
"1826A","PM2.5",114.2885,34.7965,46.9281686687914
"1827A","PM2.5",113.261,35.235,NA
"1828A","PM2.5",113.2269,35.2127,46.2845816052696
"1829A","PM2.5",113.2467,35.176,48.4744891716628
"1830A","PM2.5",113.1987,35.2703,46.4787587735501
"1831A","PM2.5",113.3064,33.7214,NA
"1832A","PM2.5",113.3257,33.742,49.6019273535953
"1833A","PM2.5",113.2919,33.737,46.4907896431792
"1834A","PM2.5",113.182,33.774,47.0041779306955
"1835A","PM2.5",111.1922,34.7752,44.6729199658911
"1836A","PM2.5",111.1587,34.7942,41.8768809849521
"1837A","PM2.5",111.1858,34.7917,NA
"1838A","PM2.5",111.143,34.7955,41.4066056407719
"1839A","PM2.5",111.3009,30.7157,76
"1840A","PM2.5",111.2992,30.6981,38.8692526955013
"1841A","PM2.5",111.3549,30.6465,38.8146401985112
"1842A","PM2.5",111.2628,30.6961,38.7089057899902
"1843A","PM2.5",111.3275,30.7819,38.6555680259384
"1844A","PM2.5",112.2494,30.3197,32.8403869407497
"1845A","PM2.5",112.2008,30.3544,33.9174645497515
"1846A","PM2.5",112.2887,30.3055,NA
"1847A","PM2.5",113.1094,29.3578,36.2572521910875
"1848A","PM2.5",113.1493,29.4251,34.2949140139041
"1849A","PM2.5",113.1497,29.3575,31.6989181214655
"1850A","PM2.5",113.2621,29.4758,36.1776854454357
"1851A","PM2.5",112.9943,29.4402,37.7410943811972
"1852A","PM2.5",113.2117,29.355,32.9225069078121
"1853A","PM2.5",111.7044,29.0244,NA
"1854A","PM2.5",111.6975,28.9703,36.8502409489682
"1855A","PM2.5",111.6753,29.0239,NA
"1856A","PM2.5",111.6794,29.0381,NA
"1857A","PM2.5",111.7158,29.1456,33.4910179640719
"1858A","PM2.5",110.5319,29.1217,31.6192126764051
"1859A","PM2.5",110.4697,29.1242,27.4699334698055
"1860A","PM2.5",110.5594,29.3547,18.9479141253964
"1861A","PM2.5",110.4417,29.315,10.1281471004243
"1862A","PM2.5",110.4144,25.3167,24.8014427191588
"1863A","PM2.5",110.2819,25.2697,33.7956652304478
"1864A","PM2.5",110.3089,25.2708,28.2575868820362
"1865A","PM2.5",110.2869,25.2178,28.7667037174262
"1866A","PM2.5",109.2262,21.588,25.9809075130176
"1867A","PM2.5",109.1436,21.4086,19.6313901345291
"1868A","PM2.5",109.0981,21.4661,20.0889657728902
"1869A","PM2.5",109.1778,21.5233,28.0706748466258
"1870A","PM2.5",109.4856,24.3895,28.6182593428643
"1871A","PM2.5",109.4157,24.3277,31.845075663607
"1872A","PM2.5",109.389,24.341,32.2606811145511
"1873A","PM2.5",109.4311,24.2921,30.1236684216971
"1874A","PM2.5",109.4006,24.3631,35.3052411417323
"1875A","PM2.5",109.4958,24.3134,25.7425524089739
"1876A","PM2.5",109.5078,18.2489,12.2312315996075
"1877A","PM2.5",109.4964,18.2681,11.9002807274503
"1878A","PM2.5",104.7778,31.4741,27.6648289688009
"1879A","PM2.5",104.7563,31.4535,31.5800742574257
"1880A","PM2.5",104.6697,31.4668,37.9176499209342
"1881A","PM2.5",104.7287,31.5075,40.0624467437614
"1882A","PM2.5",104.563,28.793,42.930567419158
"1883A","PM2.5",104.6201,28.7728,45.3224499815883
"1884A","PM2.5",104.6055,28.793,44.3056474335416
"1885A","PM2.5",104.639,28.7562,41.5061020258726
"1886A","PM2.5",104.5742,28.7199,39.8252747252747
"1887A","PM2.5",104.6789,28.7989,NA
"1888A","PM2.5",101.6891,26.571,35.2366131601519
"1889A","PM2.5",101.5769,26.5928,28.0565552699229
"1890A","PM2.5",101.7169,26.585,34.4206203261003
"1891A","PM2.5",101.7369,26.5008,26.9675486769845
"1893A","PM2.5",105.4324,28.9634,37.3832202344232
"1894A","PM2.5",105.4427,28.9063,40.5014577259475
